institution,service,price,date,time,start_dt,location
IQB Medical Rózsadomb Center Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",45843.0,2025-07-23,19:24:00,2025-07-23 19:24:00,"Budapest, Törökvész út 87"
Istenhegyi Klinika,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",38788.0,2025-07-29,15:24:00,2025-07-29 15:24:00,"Budapest, Istenhegyi út 31"
LilyMed termékenységi és nőgyógyászati magánrendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",45652.0,2025-08-07,07:40:00,2025-08-07 07:40:00,"Budapest, Tinódi utca 1-3"
Liv Duna Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",48774.0,2025-08-11,08:35:00,2025-08-11 08:35:00,"Budapest, Lechner Ödön fasor 5"
Ma Belle Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",50972.0,2025-07-30,17:19:00,2025-07-30 17:19:00,"Budapest, Andrássy út 43."
Madarász Ultrahang,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40160.0,2025-07-31,06:43:00,2025-07-31 06:43:00,"Budapest, Madarász Viktor utca 47-49"
Margit Híd Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",46209.0,2025-07-17,06:01:00,2025-07-17 06:01:00,"Budapest , Margit körút 5"
Mária Medical Magánrendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53895.0,2025-08-03,10:06:00,2025-08-03 10:06:00,"Budapest, Hidegkúti út 82/b"
Medalpin Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40481.0,2025-07-19,19:56:00,2025-07-19 19:56:00,"Budapest, Szállás utca 24"
Medcity Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39632.0,2025-07-24,06:54:00,2025-07-24 06:54:00,"Budapest, Megyeri út 53"
Medical Healing Point,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51032.0,2025-08-02,12:49:00,2025-08-02 12:49:00,nan
Medical Point Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",38044.0,2025-07-29,19:06:00,2025-07-29 19:06:00,"Budapest, Madarász Viktor utca 47-49"
Medical Sport Rehabilitációs Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53765.0,2025-07-11,16:50:00,2025-07-11 16:50:00,"Budapest, Bécsi út 3-5, V. em. 55"
Medicina Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51384.0,2025-08-19,18:06:00,2025-08-19 18:06:00,"Budapest, Budakeszi út 36/C."
Medicina Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",42005.0,2025-08-15,10:46:00,2025-08-15 10:46:00,"Budapest, Istenhegyi út 31/b"
Medina Egészségcentrum,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54725.0,2025-07-11,17:01:00,2025-07-11 17:01:00,"Budapest, Liszt Ferenc utca 6"
Medve Medical Egészségközpont,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",46352.0,2025-07-24,11:18:00,2025-07-24 11:18:00,"Budapest, Medve utca 34-40"
Menzou Dental,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54793.0,2025-07-21,11:39:00,2025-07-21 11:39:00,"Budapest, Vérmező út 6, földszint 1"
Móricz Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",43669.0,2025-07-20,06:16:00,2025-07-20 06:16:00,"Budapest, Móricz Zsigmond körtér 2, 1. emelet 2"
myderm Magánbőrgyógyászati és Orvosi Esztétikai Rendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",38460.0,2025-07-20,11:20:00,2025-07-20 11:20:00,"Budapest, Lövőház utca 39, I. emelet"
Oktogon Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49503.0,2025-08-14,17:57:00,2025-08-14 17:57:00,"Budapest, Andrássy út 46"
Oxygen Medical Magánorvosi Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",41025.0,2025-08-10,14:24:00,2025-08-10 14:24:00,"Budapest, Árpád út 47."
Pálma Egészségügyi Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39387.0,2025-08-07,11:35:00,2025-08-07 11:35:00,"Budapest, Margit körút 44"
Pannónia Magánorvosi Centrum,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",43430.0,2025-07-31,15:56:00,2025-07-31 15:56:00,Budapest Pannónia utca 35
Parliament Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",38034.0,2025-07-22,18:42:00,2025-07-22 18:42:00,"Budapest, Vajkay utca 1"
Pasamed-Pasaréti Sportegészségügyi Centrum,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54316.0,2025-07-21,09:34:00,2025-07-21 09:34:00,nan
Pesti Gasztroenterológiai Centrum,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",54842.0,2025-07-22,08:32:00,2025-07-22 08:32:00,nan
Pesti Magánorvosi Centrm,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49591.0,2025-07-19,06:44:00,2025-07-19 06:44:00,nan
Pozitron Medical Diagnosztika Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",45482.0,2025-07-28,17:31:00,2025-07-28 17:31:00,nan
Praxis Magánrendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",44533.0,2025-08-13,14:20:00,2025-08-13 14:20:00,nan
Primavera Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53807.0,2025-08-07,15:32:00,2025-08-07 15:32:00,nan
RadiVert Diagnostic MR vizsgálatok,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39538.0,2025-07-16,08:02:00,2025-07-16 08:02:00,nan
Regenero Egészségház,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49937.0,2025-08-02,15:42:00,2025-08-02 15:42:00,nan
Remete 72 Magánrendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51131.0,2025-08-16,08:46:00,2025-08-16 08:46:00,nan
RMC Clinics (Rózsakert Medical Center),"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53618.0,2025-08-14,17:10:00,2025-08-14 17:10:00,nan
SanBer Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",50669.0,2025-08-11,07:54:00,2025-08-11 07:54:00,nan
Secret Medical Egészségügyi-és Orvosesztétikai Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",43278.0,2025-08-13,08:34:00,2025-08-13 08:34:00,nan
Smart Diagnosztika,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52532.0,2025-07-10,14:02:00,2025-07-10 14:02:00,nan
SmileyMed,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",43617.0,2025-08-11,10:53:00,2025-08-11 10:53:00,nan
Soulutions Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",39701.0,2025-08-09,18:16:00,2025-08-09 18:16:00,nan
St. Sebastian Physio Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51384.0,2025-08-18,10:33:00,2025-08-18 10:33:00,nan
STEPS Robotikus Rehabilitációs központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",44237.0,2025-08-17,11:17:00,2025-08-17 11:17:00,nan
Szent Magdolna Magánkórház,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",47490.0,2025-08-18,17:57:00,2025-08-18 17:57:00,nan
Szigetvilág Magánorvosi Rendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40924.0,2025-08-11,06:32:00,2025-08-11 06:32:00,nan
T&T Orvosi Rendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49964.0,2025-08-01,07:55:00,2025-08-01 07:55:00,nan
Tabán Medical,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",53890.0,2025-08-09,09:46:00,2025-08-09 09:46:00,nan
TritonLife,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49537.0,2025-07-14,17:48:00,2025-07-14 17:48:00,nan
Újbuda Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",45519.0,2025-07-29,11:13:00,2025-07-29 11:13:00,nan
Visegrádi40 Magánrendelő,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",52126.0,2025-08-10,08:40:00,2025-08-10 08:40:00,nan
Vitahelp,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",49724.0,2025-08-13,18:30:00,2025-08-13 18:30:00,nan
VP-Med Egészségcentrum és Oktatási Központ,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",45443.0,2025-07-30,08:51:00,2025-07-30 08:51:00,nan
Wáberer Medical Center,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",41556.0,2025-08-08,08:42:00,2025-08-08 08:42:00,nan
WellWay Clinics,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",40660.0,2025-08-06,08:08:00,2025-08-06 08:08:00,nan
Zenon Clinic,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",51121.0,2025-07-27,12:20:00,2025-07-27 12:20:00,nan
nan,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",,2025-07-11,16:15:00,2025-07-11 16:15:00,nan
nan,"Nőgyógyászat szakorvosi vizsgálat, rákszűréssel",,2025-07-15,19:39:00,2025-07-15 19:39:00,nan
